	seq_start	importance	length	group_number	is_leader	leader_strength	proximity_label	seq_end	child_sequence_ix	proximity_label_min_start	proximity_label_best_start	proximity_label_best_imp	proximity_label_best_length	parent_seqs
1640	340214	0.0	4.0	82.0	1.0	0.23378257960496251	105	341592	[340618, 340492, 340365, 340880, 340754, 340507, 341276, 341408, 340258, 340390, 340530, 340662, 340152, 340926, 340800, 341440, 340421, 340422, 340555, 341200, 340309, 340313, 340571, 340445, 340574, 340319, 340577, 340706, 341230, 340341, 340216, 340349]	339102	339864	0.8857940928343835	10.0	[339178, 339446, 339102, 338570, 340216, 338582, 338596, 340056, 338516, 339464, 339324, 338493, 338460, 339864, 338747, 338415, 338487, 339603, 340152, 340152, 340152, 340152, 340152, 340065, 339892, 339673, 339207, 338331, 339559, 339911, 340088, 339524, 338314, 338509, 338460, 338012, 339524, 339576, 340059, 339728, 339723, 340258, 339414, 339991, 338309, 339672, 337371, 339217]
220	107795	0.0	2.0	11.0	1.0	0.23651725670178664	127	108484	[108135, 107783]	107783	107783	1.073462183632914	5.0	[107783]
240	203421	0.0	2.0	12.0	1.0	0.23767895936992892	98	204110	[203584, 203363, 203495, 203560, 203655, 203338, 203343, 203823, 203569, 203828, 203995, 203710]	201508	202052	1.9321184224985595	10.0	[203343, 203363, 202600, 202596, 202596, 202596, 202782, 203208, 202596, 203139, 202880, 202187, 202596, 202251, 202836, 201792, 202905, 203495, 202992, 202943, 202943, 202943, 202943, 202943, 202939, 202450, 202551, 202671, 201734, 202596, 202798, 201569, 202679, 203108, 203108, 201969, 202994, 202201, 201802, 202026, 202040, 202137, 202334, 201907, 202388, 202148, 202517, 202517, 202517, 202517, 203338, 202706, 202749, 202622, 202900, 202622, 202764, 202517, 202517, 202517, 202517, 202517, 202517, 202517, 202517, 202052, 202857, 202687, 202548, 202548, 202548, 202548, 202548, 202548, 202548, 202548, 202548, 202699]
1260	100883	0.0	3.5	63.0	1.0	0.24418358471667903	75	102088	[101121, 101441, 101126, 100903, 102007, 101994, 101118, 101009, 101265, 101649, 100949, 100854, 101239, 101810, 101177, 100894]	99505	99894	0.9748570488937299	10.0	[99681, 100749, 100600, 100441, 100720, 100452, 99578, 100091, 100708, 100796, 100563, 99685, 99877, 99668, 100299, 99537, 100406, 100894, 99804, 100625, 99583, 100761, 100790, 99651, 100490, 100640, 99693, 100042, 99795, 100526, 100425, 100949, 100293, 100670, 99857, 100050, 100368, 100032, 100854, 99717, 99973, 100434, 100903, 100724, 100522, 100568, 100663, 100752, 100465, 100453, 99574, 100949, 100743, 99894, 100439, 100611, 100649, 100739, 99648, 99803, 100662, 98967, 99645, 99505, 100158, 100241, 99774, 100662, 100733, 100771, 99922, 100149]
5600	338570	0.0	9.0	280.0	1.0	0.24502126512190997	94	341670	[339207, 339464, 339723, 340492, 340365, 340618, 338831, 339728, 339217, 340754, 339603, 340880, 338582, 339991, 339864, 340507, 341276, 339102, 341408, 340258, 338596, 340390, 340530, 339892, 340662, 338487, 340152, 338747, 338493, 338622, 340926, 340800, 341440, 339524, 340421, 338502, 339911, 340422, 338506, 338507, 340555, 338509, 341200, 338516, 340309, 339414, 339672, 339673, 340056, 340059, 340088, 340313, 340445, 338911, 340216, 340065, 340319, 340571, 340574, 340577, 340706, 338535, 338920, 339559, 339178, 341612, 341230, 340341, 339446, 340214, 339576, 338555, 339324, 340349]	338309	338516	0.0	10.0	[338582, 338596, 338516, 336753, 338622, 338535, 338493, 338506, 338460, 338555, 338502, 338415, 338487, 338460, 338331, 337029, 337319, 338314, 337371, 338509, 338460, 338012, 338507, 337523, 337028, 336974, 337131, 336757, 337303, 338309, 337371]
1280	340216	0.0	3.5	64.0	1.0	0.2474192573153859	105	341421	[340618, 340492, 340365, 340880, 340754, 340507, 341276, 341408, 340258, 340390, 340530, 340662, 340152, 340926, 340800, 340421, 340422, 340555, 341200, 340309, 340313, 340571, 340445, 340574, 340319, 340577, 340706, 341230, 340341, 340214, 340349]	339102	339864	0.8857940928343835	10.0	[339178, 339446, 339102, 340214, 338570, 338582, 338596, 340056, 338516, 339464, 339324, 338460, 339864, 340214, 338747, 338415, 338487, 339603, 340152, 340152, 340152, 340152, 340152, 340065, 339892, 339673, 339207, 338331, 339559, 339911, 340088, 339524, 338314, 338509, 338460, 338012, 339524, 339576, 340059, 339728, 339723, 340258, 339414, 339991, 338309, 339672, 337371, 339217]
920	171865	1.6702218381501028e-07	3.0	46.0	1.0	0.24748587451863044	59	172898	[172807, 172104, 171847, 172009, 171853, 171856, 172529, 172370, 171857, 172277, 171925, 172090]	169749	170039	1.0041861453954104	10.0	[171847, 170953, 171109, 171038, 170956, 170949, 170916, 171925, 170858, 171249, 170174, 170212, 170274, 171297, 171385, 171718, 169351, 169811, 171481, 171306, 170039, 169340, 171617, 169449, 169536, 171768, 170081, 170928, 171360, 171532, 170950, 169975, 170293, 170750, 171349, 170316, 170813, 171853, 170759, 170460, 170197, 171447, 171447, 171447, 171447, 171447, 170311, 170976, 171505, 171354, 170482, 171614, 171614, 170731, 169749, 171176, 171167, 170671, 170645, 170624, 169927, 171465, 171857, 171010, 170625, 170899, 171856, 171243, 171406, 171040, 171357, 170908, 171076, 169992, 171465, 171080, 171206, 171206, 171206, 171206, 171206, 171206, 171206, 171206, 171206, 171265, 171265, 171265, 171265, 171265, 171265, 171265, 171265, 171265, 170973, 169513, 170464]
5200	338582	0.0	8.5	260.0	1.0	0.24882401652573174	94	341510	[339207, 339464, 338570, 339723, 340492, 340365, 340618, 338831, 339728, 339217, 340754, 339603, 340880, 339991, 339864, 340507, 341276, 339102, 341408, 340258, 338596, 340390, 340530, 339892, 340662, 340152, 338747, 338622, 340926, 340800, 341440, 339524, 340421, 338502, 339911, 340422, 338506, 338507, 340555, 338509, 341200, 338516, 340309, 339414, 339672, 339673, 340056, 340059, 340088, 340313, 340445, 338911, 340216, 340065, 340319, 340571, 340574, 340577, 340706, 338535, 338920, 339559, 339178, 341230, 340341, 339446, 340214, 339576, 338555, 339324, 340349]	338309	338516	0.0	10.0	[338570, 338596, 338516, 336753, 338622, 338535, 338493, 338506, 338460, 338555, 338502, 338415, 338487, 338460, 338331, 337029, 337319, 338314, 337371, 338509, 338460, 338012, 338507, 337523, 337028, 336974, 337131, 336757, 337303, 338309, 337371]
1660	21186	6.263331893062887e-08	4.0	83.0	1.0	0.24888664627667142	14	22564	[21479, 21351, 22089, 22311, 21483, 21137, 21780, 21372, 22015]	20013	20072	0.9572298703808853	8.5	[21137, 20300, 20640, 20818, 20691, 20980, 20618, 20555, 20627, 20181, 20824, 20127, 20761, 20050, 20127, 20638, 20127, 20417, 20180, 20589, 20576, 20530, 20072, 20652, 20470, 20813, 20013, 20167, 20226]
560	104086	0.0	2.5	28.0	1.0	0.2517509365142468	56	104947	[104192, 104129, 104453, 104326, 104233, 104170, 104015, 104059]	104015	104326	1.115408200016596	8.0	[102957, 103591, 102792, 102577, 102506, 103229, 104129, 102931, 103091, 102311, 102785, 103057, 104059, 104170, 104015, 101994, 101810, 102165, 102793]
580	47889	1.0021331028900617e-07	2.5	29.0	1.0	0.25640705795247526	49	48750	[48256, 48001, 47877, 48144, 48020, 47899, 48159, 47904, 48417, 48035, 48039, 48052, 48316, 48584, 47951, 48341, 47962, 48477, 47970, 48102, 47847, 47981, 48121]	47471	47738	1.3890045626242291	10.0	[46817, 46656, 47962, 47877, 46990, 46855, 47629, 46793, 47899, 47534, 46697, 46717, 47115, 47904, 47951, 47622, 47773, 46953, 46526, 46749, 46526, 47768, 47507, 46526, 46526, 46593, 46460, 46449, 46973, 47970, 46710, 46965, 46527, 47733, 46828, 46639, 47847, 47471, 46574, 46890, 46526, 46412, 46906, 46704, 47600, 47738]
4800	338596	0.0	8.0	240.0	1.0	0.2592213773298812	94	341352	[339207, 339464, 338570, 339723, 340492, 340365, 340618, 338831, 339728, 339217, 340754, 339603, 340880, 338582, 339991, 339864, 340507, 341276, 339102, 340258, 340390, 340530, 339892, 340662, 340152, 338747, 338622, 340926, 340800, 339524, 340421, 340422, 339911, 340555, 341200, 338516, 340309, 339414, 339672, 339673, 340056, 340059, 340088, 340313, 340445, 338911, 340216, 340065, 340319, 340571, 340574, 340577, 340706, 338535, 338920, 339559, 339178, 341230, 340341, 339446, 340214, 339576, 338555, 339324, 340349]	338309	338516	0.0	10.0	[338570, 338582, 338516, 336753, 338622, 338535, 338493, 338506, 338460, 338555, 338502, 338415, 338487, 338460, 338331, 337029, 337319, 338314, 337371, 338509, 338460, 338012, 338507, 337523, 337028, 336974, 337131, 336757, 337303, 338309, 337371]
260	304293	0.0	2.0	13.0	1.0	0.2659419593550362	134	304982	[304218]	303987	303987	0.7732181367883205	2.5	[303450, 303622, 303727, 303649, 304218, 304096, 302872, 303304, 303637, 302699, 303653, 303987, 303171, 302807, 302662, 302875, 302713, 302981, 303153, 303050, 301417, 302654, 302558, 301417, 302696, 301417, 302011, 302337, 302182, 302212, 302102, 301977, 302445, 302391, 302597, 301417, 301657]
280	303529	1.7715377817626971e-07	2.0	14.0	1.0	0.2676516063524946	113	304218	[304096, 303649, 303653, 303622, 303727, 303987, 303637, 303450]	301977	301977	1.6675863537091917	10.0	[303450, 302872, 303304, 303032, 302699, 303171, 302807, 302662, 302875, 302483, 303187, 302713, 302325, 302981, 302485, 301706, 303153, 301510, 301725, 301440, 303050, 301417, 302608, 302845, 302654, 302558, 301417, 302696, 301417, 302549, 302549, 302549, 302549, 302549, 301417, 302712, 302712, 302011, 302337, 302182, 302212, 301573, 302102, 301977, 302445, 302391, 302597, 302536, 301417, 301657]
600	261035	0.0	2.5	30.0	1.0	0.2783247310959709	40	261896	[261171, 260965]	260948	260965	1.115914688529333	3.0	[260551, 260224, 260364, 259822, 259828, 259954, 260535, 260625, 260522, 260228, 259739, 260652, 260948, 260552, 259905, 260075, 260405, 260135, 259860, 259807, 260000, 260533, 260692, 259841, 259807, 259807, 260557, 259845, 259807, 260965, 260718, 259808, 259612, 259612, 259612, 259612, 259842, 259842, 259842, 259842, 259842, 259895, 259895, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259930, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612, 259612]
2040	340056	0.0	4.5	102.0	1.0	0.279782775493954	105	341606	[340618, 340492, 340365, 340880, 340754, 339991, 340507, 341276, 341408, 340258, 340390, 340530, 340662, 340152, 340926, 340800, 341440, 340421, 340422, 340555, 341200, 340309, 340313, 340059, 340088, 340445, 340571, 340319, 340574, 340065, 340577, 340706, 341230, 340341, 340214, 340216, 340349]	339102	339864	0.8857940928343835	10.0	[339178, 339446, 339102, 338570, 338582, 338596, 338516, 339464, 339324, 338493, 338460, 339864, 338747, 338415, 338487, 339603, 340065, 339892, 339673, 339207, 338331, 339559, 339911, 340088, 339524, 338314, 338509, 338460, 338012, 338507, 339524, 339576, 340059, 339728, 339723, 336757, 339414, 339991, 338309, 339672, 337371, 339217]
1300	140237	0.0	3.5	65.0	1.0	0.2822677461551534	78	141442	[140544, 140546, 140962, 140196, 140967, 140332, 140239, 140464, 140787, 140631, 140218]	139895	139895	2.067172185570082	7.0	[140116, 140239, 140196, 140090, 140142, 140022, 140134, 140090, 140039, 140022, 140120, 140218, 139164, 138796, 140022, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895]
300	155766	0.0	2.0	15.0	1.0	0.28471735113292046	148	156455	[156297, 156425, 155919, 156305, 156436, 156199, 156329, 156208, 156215, 156224, 156228, 155848, 156362, 155982, 155985, 156241, 156268, 156269, 156016, 155761, 155902]	155761	156016	1.00862544586718	9.0	[155274, 155450, 154897, 155011, 155148, 155338, 155494, 155351, 155276, 155261, 155409, 155020, 155848, 155460, 155761, 155095, 155573, 154617, 155057, 155346, 154663, 155482, 154960, 154658, 155012, 154972, 154802, 155039, 155502, 155556, 154959, 155148, 154663, 155055, 155220, 155218, 155046, 154686, 154780, 154731, 154725, 154845, 155013, 154731, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154756, 155230, 154585, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154580]
3620	178765	0.0	6.5	181.0	1.0	0.28497177808823737	62	181004	[179586, 179077, 179973, 179465, 179214, 180110, 179858, 180627, 179999, 179360, 180005, 179750, 180263, 180011, 178860, 178740, 178868, 179766, 179640, 179773, 180673, 180163, 179655, 178900, 180693, 179927, 178905, 179930, 178780, 179932, 178782, 178911, 179679, 178785, 179810, 179938, 180065, 180455, 179817, 179690, 179058, 180603, 179186, 179188, 179828, 179957, 179064, 180475]	177715	177904	1.303215580961394	10.0	[178780, 178281, 178610, 178417, 178782, 178740, 178577, 178162, 178388, 178509, 178616, 178001, 178309, 178366, 178003, 178176, 178605, 177842, 177796, 177837, 178520, 177981, 178644, 178613, 177910, 177910, 178237, 177981, 178034, 178079, 178785, 177910, 178226, 177842, 177910, 177910, 177936, 177764, 177865, 178455, 178435, 177910, 178228, 177904, 178045, 178013, 177910, 178015, 178506, 178388, 177781, 178309, 178488, 177942, 178041, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 178457, 177764, 177759]
320	127998	0.0	2.0	16.0	1.0	0.28544595415752494	44	128687	[128160, 128385, 128640, 128672, 128550, 128250, 128459, 128332, 128619, 128275, 128661, 127959, 128248, 127994, 128447]	127145	128861	1.114035423795082	10.0	[127265, 127306, 127265, 127265, 127464, 127249, 127197, 127655, 127265, 127994, 127188, 127192, 127160, 127265, 127265, 127256, 127265, 127380, 127145, 127315, 127197, 127350, 127878, 127599, 127474, 127815, 127575, 127664, 127840, 127959]
4820	178281	6.263331893062887e-08	8.0	241.0	1.0	0.28638867135588786	62	181037	[179586, 178435, 178309, 179077, 179973, 179465, 179214, 180110, 178577, 179858, 180627, 178455, 178457, 179999, 179360, 180005, 179750, 180263, 180011, 178860, 178605, 178226, 178610, 178228, 178613, 178740, 178868, 178488, 178616, 179640, 179766, 178237, 178366, 179773, 180673, 180163, 179655, 178506, 178509, 178765, 178388, 180693, 178644, 178900, 178520, 178905, 179927, 179930, 178780, 179932, 178782, 178911, 179679, 178785, 179810, 179938, 180065, 180455, 179690, 179817, 178417, 179058, 180603, 179186, 179188, 179828, 179957, 179064, 180475]	177715	177904	1.303215580961394	10.0	[178162, 178001, 178309, 178366, 178003, 178176, 177842, 177796, 177837, 177981, 177910, 177910, 178237, 177981, 178034, 178079, 177910, 178226, 177842, 177910, 177910, 177936, 177764, 177865, 177910, 178228, 177904, 178045, 178013, 177910, 178015, 177781, 178309, 177942, 178041, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177764, 177759]
4020	178610	0.0	7.0	201.0	1.0	0.2879222181957909	62	181021	[179586, 179077, 179973, 179465, 179214, 180110, 178577, 179858, 180627, 179999, 179360, 180005, 179750, 180263, 180011, 178860, 178605, 178740, 178613, 178868, 179766, 178616, 179640, 179773, 180673, 180163, 179655, 178765, 178644, 180693, 178900, 179927, 178905, 179930, 178780, 179932, 178782, 178911, 179679, 178785, 179810, 179938, 180065, 180455, 179817, 179690, 179058, 180603, 179186, 179188, 179828, 179957, 179064, 180475]	177715	177904	1.303215580961394	10.0	[178281, 178417, 178577, 178162, 178388, 178509, 178616, 178001, 178309, 178366, 178003, 178176, 178605, 177842, 177796, 177837, 178520, 177981, 178644, 178613, 177910, 177910, 178237, 177981, 178034, 178079, 177910, 178226, 177842, 177910, 177910, 177936, 177764, 177865, 178455, 178435, 177910, 178228, 177904, 178045, 178013, 177910, 178015, 178506, 178388, 177781, 178309, 178488, 177942, 178041, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 178457, 177764, 177759]
4420	178417	0.0	7.5	221.0	1.0	0.294132250652126	62	181000	[179586, 178435, 179077, 179973, 179465, 179214, 180110, 178577, 179858, 180627, 178455, 178457, 179999, 179360, 180005, 179750, 180263, 180011, 178860, 178605, 178610, 178740, 178613, 178868, 179766, 178488, 178616, 179640, 179773, 178366, 180673, 180163, 179655, 178506, 178509, 178765, 178388, 180693, 178644, 178900, 178520, 178905, 179927, 179930, 178780, 179932, 178782, 178911, 179679, 178785, 179810, 179938, 180065, 180455, 179817, 179690, 179058, 180603, 179186, 179188, 179828, 179957, 179064, 180475]	177715	177904	1.303215580961394	10.0	[178281, 178162, 178388, 178001, 178309, 178366, 178003, 178176, 177842, 177796, 177837, 177981, 177910, 177910, 178237, 177981, 178034, 178079, 177910, 178226, 177842, 177910, 177910, 177936, 177764, 177865, 178455, 178435, 177910, 178228, 177904, 178045, 178013, 177910, 178015, 178388, 177781, 178309, 178488, 177942, 178041, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 177715, 178457, 177764, 177759]
2060	184572	1.113481225433402e-07	4.5	103.0	1.0	0.2945989658440255	63	186122	[184610, 184613, 184999, 184520, 184746, 185111, 184718, 184783, 184499, 184532, 184501, 184563, 184759, 184568, 184506, 184670]	181895	182486	1.3535728078407618	10.0	[184568, 184459, 184613, 184460, 183255, 182766, 183100, 182902, 183081, 183258, 183672, 183668, 182643, 183756, 184443, 184259, 183376, 184414, 184476, 184506, 183210, 182667, 184457, 184319, 184475, 184173, 184520, 183944, 184277, 183875, 184563, 184092, 184128, 183877, 184409, 184197, 183627, 184316, 184532, 184610, 184501, 182472, 183562, 183137, 183516, 182491, 183318, 183101, 183596, 183431, 184338, 182090, 181944, 182418, 183274, 182657, 183979, 183034, 184142, 183712, 184499, 182958, 182951, 182990, 183030, 182950, 182138, 182494, 182486, 182410, 182496, 182090, 182790, 182090, 184210, 182430, 182666, 182134, 182927, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 181944, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447]
1680	184568	8.857688908813486e-08	4.0	84.0	1.0	0.29778077361951755	63	185946	[184610, 184613, 184999, 184520, 184746, 185111, 184718, 184783, 184499, 184532, 184501, 184563, 184759, 184506, 184572, 184670]	181895	182486	1.3535728078407618	10.0	[184572, 184459, 184613, 184460, 183255, 182766, 183100, 182902, 183081, 183258, 183672, 183668, 182643, 183756, 184443, 184259, 183376, 184414, 184476, 184506, 183210, 182667, 184457, 184319, 184475, 184173, 184520, 183944, 184277, 183875, 184563, 184092, 184128, 183877, 184409, 184197, 183627, 184316, 184532, 184610, 184501, 182472, 183562, 183137, 183516, 182491, 183318, 183101, 183596, 183431, 184338, 182090, 181944, 182418, 183274, 182657, 183979, 183034, 184142, 183712, 184499, 182958, 182951, 182990, 183030, 182950, 182138, 182494, 182486, 182410, 182496, 182090, 182790, 182090, 184210, 182430, 182666, 182134, 182927, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 181944, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447, 184447]
